id,created_at,favorite_count,retweet_count,text
1556595605312528384,2022-08-08 10:58:07+00:00,85,18,Not a bad quarter for Healthcare so far ATNX RYTM ALNY BFLY PGNY BFLY SELB ALVR ICPT KNSA GTHX MORF SMLR CERE GLTO KNSA SRTS BCRX TEVA SMLR BBIO
1555988636859977730,2022-08-06 18:46:14+00:00,1,1,NIO hasn t scheduled earnings yet
1555867511958241280,2022-08-06 10:44:56+00:00,758,304,earnings for the week PLTR UPST DIS NCLH BNTX COIN GOLD TSN NVAX RBLX TTD VERU PLUG MNDY AMR RIVN MARA D APPS BRK B VTRS U SAVE TTWO WISH KOS PRTY CLOV ENR CLVS SOHU LMND RL BLNK CELH HGV EVGO CRON SNDL DOCN
1555561751403499520,2022-08-05 14:29:57+00:00,104,36,Monday morning earnings PLTR BNTX GOLD TSN AMR MNDY D VTRS KOS PRTY CLVS PWFL ASRT ENR ANIP FREY APRN DINO HE THS LNSR ISPO KNDI SOHU RDWR ELAN DCTH CECE LINC MKTW HSKA DTIL TGNA PDSB III ITUB HBIL TGTX HEP PXS
1555561223877435392,2022-08-05 14:27:51+00:00,5,1,Ok who bought CRSR on lower guidance today
1555269051877842945,2022-08-04 19:06:52+00:00,17,8,Just in time for SIGA earnings after the close
1555251532370788353,2022-08-04 17:57:15+00:00,1,1,Yes AAOI too
1555248285912383489,2022-08-04 17:44:21+00:00,75,22,Friday morning earnings DKNG CGC WDC CNK GT ALDX OCGN AMCX LEV GOGO FLR ACMR ASIX GLP AAWW IEP ROAD AXL GTN LESL CSWI BEP CNTY ESNT WAB ADNT TWST BBU VST SSP GTES TU TILE RUTH AMRX AUD QRTEA CLMT TRMB WOW TAC
1555229759432425472,2022-08-04 16:30:44+00:00,128,32,earnings after the close AMC SQ FUBO TWLO CVNA WBD BYND LYFT NET DASH EOG SBLK OPEN SWN EXPE SU SIGA AMGN ZG SPCE SWKS RKT TEAM DVAX DOCS AERI DBX VRTX MP TRIP CHGG ESTE GPRO XPO ELY FNKO FIGS CRSR HUBS FND
1555225195979460609,2022-08-04 16:12:36+00:00,42,4,It is worth noting that CRSR didn t make it to a new low after recently lowering guidance Company reports after the close today
1554975298097221632,2022-08-03 23:39:35+00:00,1,1,We email this out to subscribers on Saturdays
1554919593688420354,2022-08-03 19:58:14+00:00,46,6,That s interesting OHI breakout
1554861671797202944,2022-08-03 16:08:05+00:00,93,29,earnings before the open BABA DDOG CROX COP K LLY LNG PENN NKLA W PARA YETI FVRR LSPD DUK CI AUPH BLCO EPAM SHAK MUR RIDE PZZA TM GSL SHIP NRG LNTH ABUS ZTS ADT SEAS CEIX ABMD JCI BCRX FIS APD WMS DK WCC ROLL
1554845964791422977,2022-08-03 15:05:40+00:00,119,37,earnings after the close MRO LCID MELI ET EBAY BKNG APA FTNT ALB FSLY RUN SKLZ MGM NTR CPE CLX FSR MCK LUMN YELL QRVO BAND O CDEV IIPR RVLV ELF NOG SM MET PDCE ALL CCRN ACLS AEVA PAA FICO BMRN ALGT CFLT ALSN
1554519084003467264,2022-08-02 17:26:45+00:00,115,25,earnings before the open tomorrow MRNA CVS UAA DQ EPD GNRC REGN YUM SUN FUN BRY MGY CARS EXPI MPW EDIT CDW HZNP AMRN SAFE DT SSYS TUP PERI DISH SPR MKL ABC PPL BFLY EXC ATHM BIP BERY UTHR DAN OSW TGI BDC TT CRL
1554500494470615040,2022-08-02 16:12:53+00:00,118,36,earnings after the close AMD PYPL SOFI OXY ABNB SBUX GILD LTHM EA PXD MSTR CZR SEDG CHK CTRA RNG PAYC CWH MTCH EXAS MCHP PRU TX SKY ATEN BGFV FMC HLF CRUS PRTS FNF AYX TCS AIZ HRZN OI EXR DENN DCP APAM CDLX
1554495641153409024,2022-08-02 15:53:36+00:00,34,6,Did you think the carry trade was over
1554430026535272451,2022-08-02 11:32:52+00:00,61,5,Just a heads up despite the strong beat we probably shouldn t look for a squeeze in CAR like we got in November Short interest has fallen significantly
1554171880642383878,2022-08-01 18:27:06+00:00,133,44,earnings before the open tomorrow UBER CAT BP JBLU MPC MAR TSEM RACE EOSE SPWR ACDVF ZBRA SPGI CMI RYTM OTLY DD HUN ENTG WEC SABR OXLC WLK ARNC ETN TAP MPLX EXPD SXC AME BLD IDXX LEA KBR GPRE CNP AUDC CWEN INCY
1554127105197236226,2022-08-01 15:29:10+00:00,108,40,earnings after the close DVN PINS FANG ATVI MOS CAR CF RIG SPG ANET WMB AFL CRK MATX MPWR ZI VNOM CVI AMKR AMRC LSCC SBAC DAC ADUS EBS DVA BCC AWR CLAR TMDX RMBS VRNS CSWC CACC OGS EPR EHC TTI OHI BSM SOI
1554103459703562243,2022-08-01 13:55:13+00:00,49,6,That feeling when you get a gap lower on a beat and raise from a market leader in an industry that has broken out to the upside ON
1554056820427071488,2022-08-01 10:49:53+00:00,78,18,The defensive names are the laggards so far this earning season SI CYH TEVA CNTG HLX OTIC JAKK MRTN VIST NOVA CMG WING TPB CSV WTER ULCC MRTN TRX WIRE TZOO ROKU JAKK UFPI ASPN AXTI CALX ENPH
1553904509658734598,2022-08-01 00:44:39+00:00,16,1,don t forget migration patterns of elephants
1553898709016092673,2022-08-01 00:21:36+00:00,193,8,Some are bears Some are bulls We re just over here trading earnings in the direction the market gives us
1553440213594214403,2022-07-30 17:59:43+00:00,5,1,Zilla These are companies scheduled to report earnings this week in order of interest among investors and traders
1553397902306861057,2022-07-30 15:11:35+00:00,3,1,
1553340193478004738,2022-07-30 11:22:16+00:00,1167,463,earnings for the week AMD PYPL DVN ON OXY UBER SOFI CAT BABA AMC BP SQ PINS K ABNB JBLU FANG BLDR MRO DKNG UAA CROX MRNA DDOG MPC ARLP ET ATVI SBUX GPN MOS COP WBD CHKP AMG FUBO LCID MAR LIND CVS RNGR HOOD
1553110998722158595,2022-07-29 20:11:32+00:00,3,1,oyea sorry for the inconvenience but we should be running
1553098811706318848,2022-07-29 19:23:06+00:00,111,24,Monday morning earnings ON K BLDR ARLP GPN CHKP AMG LIND J CRNT RNGR CNA JELD ALX AJRD BBGI CERE HSBC BON HCM ZVO
1552839168555974658,2022-07-29 02:11:22+00:00,0,1,Gonna revisit TRIP
1552786998825476096,2022-07-28 22:44:04+00:00,347,35,just sayin
1552702883728171011,2022-07-28 17:09:49+00:00,86,31,Friday morning earnings XOM CVX PG ABBV CL PSX AZN WY IMO ENB ABR CHTR ARCB BLMN LYB CBOE BAH MGA TAL CHD WPC GWW AON GHM SLCA NMRK FHB NVT GTLS CNHI B CPLP AB IMGN BCPC IRMD ES PIPR ABTX NWL ACRE SAMG DCOM
1552673211829157888,2022-07-28 15:11:55+00:00,114,44,earnings after the close AAPL AMZN ROKU INTC X VALE KLAC FSLR DXCM EW ZEN DECK VFC CE DLR AUY OLN CLR LHX CC FIVN HTGC MHK SGEN IMAX AJG UCTT AVTR EMN INT HLI CLFD CVRX RGP TWOU BZH VRSN TFII HIG SKYW TXRH
1552664604622438400,2022-07-28 14:37:43+00:00,2,1,
1552645855483682816,2022-07-28 13:23:13+00:00,78,17,If it is really a bear market why are stocks with A earnings potentially about to take out all time highs ARRY PRVA CELH BMBL AHCO
1552453314691866631,2022-07-28 00:38:08+00:00,36,6,Analysts cut estimates for UVE during the quarter helping cause investors to panic and sell the stock below the 18 month trading range but oops the company says earnings are going to be just fine setting up for a reversal back into the range
1552410992788873222,2022-07-27 21:49:57+00:00,0,1,IV
1552408779689426944,2022-07-27 21:41:10+00:00,181,42,earnings before the open tomorrow sorry this is late you know earnings season PFE TLRY MA VLO LUV MRK RCL MO BAX BTU HTZ OSTK CVE HOG ARCH HON CMCSA AMT NOC SIRI TMO PCG BUD WING PBF HSY STM CP AOS SWK TROW RS
1552301276284715009,2022-07-27 14:33:59+00:00,144,47,earnings after the close META F QCOM TDOC ETSY NOW LRCX HOLX QS EQT AR ALGN ORLY UPWK NLY LC URI CAKE CCS HP AEM AMED MOH CHRW RJF SB SNBR AWK CHDN MUSA EQIX ASPN PPC CSL MTH CHE KGC CG NOV CYH INVH COUR NTGR
1552089133933367297,2022-07-27 00:31:00+00:00,1,1,assuming share count stays the same guidance calculates to earnings of 2 24 to 2 38 per share below the consensus estimate of 2 48 per share
1552070733727145987,2022-07-26 23:17:53+00:00,7,1,Yes but don t fight it if it breaks that triangle to the upside
1552070294252175366,2022-07-26 23:16:08+00:00,259,54,MSFT is up after hours despite giving 1st quarter guidance below estimates If it holds it will be only the third time the stock has opened higher on such news While that s a small sample size it averaged a decline over the next month of 6 3
1551982931513679872,2022-07-26 17:28:59+00:00,137,37,earnings before the open tomorrow SHOP BA SPOT WM TMUS BMY HLT TECK SHW KHC HUM CCJ HES GD CME OTIS TEVA BSX BG GRMN ADP CHEF R UMC AEP ODFL LW AVY GPC IVZ IEX CPG APH RCI NYCB TMHC NSC PAG ICL SAIA TDY SHOO
1551950599113023488,2022-07-26 15:20:31+00:00,202,54,earnings after the close GOOGL MSFT V ENPH CMG TXN SKX MDLZ BYD AMP MTDR JNPR CNI WH TER SYK ZION FE CB AGYS HA NEX AXTA ILPT PEB AGR NAVI AXS ROIUC CSGP ASH BXP EQR ESS TNET NXGN LBC ARI CHX RUSHA ABCB HAFC
1551646553668046855,2022-07-25 19:12:21+00:00,154,59,earnings before the open tomorrow UPS KO GM MCD GE RTX MMM ADM ACI CNC KMB GLW FISV TRU UBS PHM ECL PII ONB CEQP GPK XRX ARCC IRDM PCAR MSCI MCO AAN SSTK FELE PEBO HUBB WSO AVNT FFWM PNR ST AWI NXRT CAC CVLT
1551599737639411715,2022-07-25 16:06:19+00:00,1,1,KREF is today KKR is next week
1551597369040506884,2022-07-25 15:56:54+00:00,139,31,earnings after the close NXPI WHR RRC LOGI CDNS BRO AGNS FFIV CR PKG MEDP CVLG CADE WIRE CALX SSD HXL PETS WASH ARE KALU PCH LBRT AIN HMST EFSC CLS UHS HLX HSII FSBC SMBK MDN RNR SUI KREF CATY WSFS NBTB HTLF
1551539367214305280,2022-07-25 12:06:26+00:00,85,18,The early Industrials reporters have seen positive reactions since reporting and the Financials are showing strength so far this earnings season XLI XLF SI HCSG STAF C AOUT SIVB NXTP BKR MRTN MLI STT VLRS UAL CNTG TRX TELNY WFC
1550808936252596224,2022-07-23 11:43:57+00:00,1349,593,weekly earnings AAPL AMZN GOOGL MSFT META SHOP UPS BA XOM KO F ROKU TLRY GM QCOM PFE GE V CVX MCD BAX INTC ENPH SPOT INFY RTX PHG VLO CL LUV MA NEM HOLX ADM SQSP MO TDOC MRK X WM PG ACI BTU CMG NXPI DORM
1550558866764664833,2022-07-22 19:10:16+00:00,82,23,Monday morning earnings PHG INFY NEM SQSP RPM DORM CBU BOH DX SBSI BMRC HBT LKFN
1550163003395506178,2022-07-21 16:57:15+00:00,82,30,Friday morning earnings CLF TWTR VZ AXP SLB NEE HCA RF NEP ALV GNTX NHYDY ROP INDB SIFY FBP SPFI
1550142345022263298,2022-07-21 15:35:09+00:00,69,24,earnings after the close today SNAP ISRG SAM MAT COF PPG SIVB STX THC PINE RHI VLRS WAL WRB OZK UFPI BJRI MCB ASB CSTR TRST HTH FFBC PSTV GBCI AQMS
1550141563610828800,2022-07-21 15:32:03+00:00,0,1,We don t have the percentage meet beat primarily because it isn t statistically important for the stock In fact a company that regularly beats is less likely to react favorably to a beat Maybe our Score is what you want
1549826786330120193,2022-07-20 18:41:14+00:00,98,33,earnings before the open tomorrow AAL T NOK FCX NUE BX DHI DPZ DOW PM UNP TSCO DHR ALK AN SAP ABB TRV DGX SON KEY FITB SNA POOL HBAN AIR HRI BKU BANC HOMB MMC DOV TPH TCBI SNV GATX IQV AUB EWBC COLB WNS PPBI
1549786487960571908,2022-07-20 16:01:07+00:00,109,29,earnings after the close today TSLA UAL AA CSX LVS STLD KMI KNX CCI DFS XM EFX CCK VMI REXR LSTR PACW UMPQ WTFC BANR FNB INBK TBK RLI MMLP CVBF EGBN GSBC SLG AMTB FR PFBC SEIC RELL
1549437254455681024,2022-07-19 16:53:23+00:00,86,19,earnings before the open tomorrow ASML ABT NDAQ BKR MTB LAD BIIB CMA BMI NTRS BHLB FHN HCSG MKTX WIT ALFVY ELV
1549405850556571649,2022-07-19 14:48:35+00:00,91,24,earnings after the close today NFLX JBHT IBKR CALM FOR UCBI PNFP HWC EQBK ASPU OMC FULT NBHC HOPE
1549114603799461889,2022-07-18 19:31:17+00:00,1,1,This bounce is at risk of being over
1549053447290638337,2022-07-18 15:28:16+00:00,118,34,earnings after the close today and before the open tomorrow JNJ HAL IBM LMT ALY SI HAS CFG SBNY NVS TFC MRTN MAN CATC MBWM FBK SFBS ELS CFB
1548270918081736704,2022-07-16 11:38:47+00:00,1227,506,earnings for the week TSLA NFLX BAC GS SCHW JNJ CLF HAL SNAP PLD IBM SYF T ASML LMT AAL NOK SI ALLY GNTY UAL FCX VZ BX HAS AXP ABT NDAQ SLB NUE AA DOW JBHT CFG TWTR DHI MAN MRTN BKR DPZ SBNY PM NVS TFC UNP
1548013025809993730,2022-07-15 18:34:00+00:00,1,1,SE hasn t scheduled earnings yet but typically the third week of August
1547974041033588742,2022-07-15 15:59:06+00:00,743,281,earnings season TSLA NFLX AAPL AMZN BAC AMD GS MSFT CLF GOOGL META XOM SNAP JNJ SCHW IBM HAL T F BAX SHOP ASML ROKU PYPL TLRY DVN UPS PLD SYF NOK AAL LMT QCOM BA CL FCX UAL HOLX ALLY VZ SI DIS SQ AXP BX KO
1547667240178159618,2022-07-14 19:39:58+00:00,1,1,ah thanks sorry about that
1547646873254563845,2022-07-14 18:19:03+00:00,91,20,earnings to end the week WFC C UNH BLK PNC PGR USB BK STT AOUT GAME WTR
1547639671227764736,2022-07-14 17:50:26+00:00,3,2,We too but now on the other side
1547637939340881923,2022-07-14 17:43:33+00:00,5,0,Positive TSM guidance
1547637388867821573,2022-07-14 17:41:21+00:00,61,3,Hey are you watching the SOXX
1547296958112464897,2022-07-13 19:08:36+00:00,82,17,earnings after the close today and before the open tomorrow WAFD JPM VLNS MS TSM CAG ERIC CTAS OGI FRC THTX
1546899421148991488,2022-07-12 16:48:56+00:00,51,12,AMX amp MYNZ after the close today and DAL amp FAST before the open tomorrow
1546563444261982208,2022-07-11 18:33:53+00:00,49,8,ETWO PEP ANGO are set to report earnings in the next 24 hours
1545803893187268609,2022-07-09 16:15:42+00:00,9,5,XLF for the month confirmed so far
1545730685775798272,2022-07-09 11:24:48+00:00,81,20,
1545727691374092294,2022-07-09 11:12:54+00:00,5,2,We provide it each Monday in our newsletter at but we ll probably share it here at some point for earnings season
1545727236363411456,2022-07-09 11:11:06+00:00,40,2,Maybe Thursday
1545725921553965057,2022-07-09 11:05:52+00:00,617,244,earnings season begins on Friday DAL JPM PEP MS TSM UNH WFC GBX C FAST AZZ PGR ERIC ANGO BLK CAG PNC USB CTAS BK FRC STT ETWO AOUT OGI WAFD THTX VLNS GAME AMX MYNZ WTER
1545494054770819072,2022-07-08 19:44:31+00:00,2,1,
1545491111094980611,2022-07-08 19:32:49+00:00,3,1,Thanks for the love Appreciate it
1545489798512664577,2022-07-08 19:27:36+00:00,1,0,positive negative earnings guidance announcements
1545487067706179587,2022-07-08 19:16:45+00:00,31,5,GBX and AZZ are set to report earnings before the market opens on Monday
1545391160532893696,2022-07-08 12:55:39+00:00,1,1,UPST didn t report earnings they pre announced results they are going to release on Aug 8
1545123836395397122,2022-07-07 19:13:24+00:00,30,7,LEVI WDFC and KRUS are scheduled to report earnings after the close today
1544765538446053376,2022-07-06 19:29:39+00:00,35,9,upcoming earnings SAR NTIC SLP HELE BYRN
1544746599775178753,2022-07-06 18:14:24+00:00,83,15,Despite recession fears payrolls seemingly held strong in June with modest upside potential to estimates on Friday
1544390742184968192,2022-07-05 18:40:20+00:00,134,34,Probably nothing SPY SPX
1543198045029801984,2022-07-02 11:40:59+00:00,151,44,It is a light week for earnings with LEVI BRYN HELE WDFC NTIC KRUS SAR SLP
1542871441171005440,2022-07-01 14:03:11+00:00,89,16,Believe it or not there has been some green since reporting earnings this quarter ENPH PRGO DG AZO LW DLTR TPR MNST GIS EA NOC ORCL IBM SNPS CTLT HUM LLY PFE TTWO TMUS UNM KMB K DPZ LEN VLO
1542556353641725953,2022-06-30 17:11:08+00:00,0,1,COIN does not report earnings today
1542554115309461504,2022-06-30 17:02:15+00:00,40,5,MU and ACCD report earnings after the close
1542228284867493888,2022-06-29 19:27:30+00:00,54,12,earnings after the close today and before the open tomorrow POWW WBA SGH STZ CDMO AYI DCT SMPL CULP TNP LNN FC RNLX NEPT NG FTRP MLKN
1541829163589443590,2022-06-28 17:01:33+00:00,43,9,upcoming earnings XAIR BBBY AVAV GIS PRGS PAYX AEMD MKC LVO MSM SCHN UNF PDCO
1541495113159000069,2022-06-27 18:54:09+00:00,68,25,earnings after the close today and before the open tomorrow NKE SNX JEF CGNT TCOM EPAC CNXC ROIV DLNG BRCN
1540675005163327489,2022-06-25 12:35:20+00:00,48,9,
1540674953502146560,2022-06-25 12:35:07+00:00,262,104,earnings for the week MU NKE WBA BBBY GIS POWW XAIR PAYX SNX MKC MSM STZ TNP CNXC AYI TCOM JEF SCHN SMPL UNF PDCO EPAC LNN AVAV ROIV PRGS DLNG SGH CGNT CULP CDMO AEMD FC DCT NG FTRP ACCD MLKN RNLX BRCN
1540031957593104384,2022-06-23 18:00:05+00:00,48,12,earnings to end the week FDX CCL KMX BB SWBI QTNT CAMP BZ VTGN
1539639766194470912,2022-06-22 16:01:40+00:00,39,10,upcoming earnings ACN RAD DRI KBH GMS FDS FUL VIEW APOG WOR SCS RDHL MEI
1539283914598014976,2022-06-21 16:27:38+00:00,50,9,earnings after the close today and before the open tomorrow LZB WGO KFY MDNA QTNT
1538121778094133249,2022-06-18 11:29:43+00:00,30,9,
1538120287979438082,2022-06-18 11:23:48+00:00,213,88,earnings for the week CCL FDX LEN ACN RAD DRI KMX BB SWBI VIEW KBH LZB FDS GMS FUL WOR RSVR WGO APOG MDNA KFY SCS CAMP VTGN ACST BZ RDHL QTNT MEI
1537878167364505600,2022-06-17 19:21:42+00:00,37,12,Tuesday morning earnings LEN RSVR ACST
1537498414149160960,2022-06-16 18:12:41+00:00,27,8,earnings to end the week ADBE ALYA PFHC
1537478452814745601,2022-06-16 16:53:22+00:00,7,1,Why because there is a correlation between ORCL s earnings and EURUSD and the company just reported strong results
1537478143174402049,2022-06-16 16:52:08+00:00,36,4,It is worth pointing out that may just be a double bottom in EURUSD so maybe consider ORCL here
1537071557830393858,2022-06-15 13:56:31+00:00,40,6,Guess there s nothing going on today since there are no earnings scheduled after the close but at least we ve got KR CMC JBL tomorrow morning
1537064764886724611,2022-06-15 13:29:31+00:00,25,6,The trend in estimates is going to continue higher for NUE after its positive pre announcement which is a positive going forward especially with sentiment at a low and short interest at a high but what s the point unless it can get and hold above 120
1536755573013852161,2022-06-14 17:00:54+00:00,55,16,earnings after the close today and before the open tomorrow HITI MMMB CXM WDH IRNT TUYA WLY ASTL PL RNW RFIL KSPN
1536351710242906113,2022-06-13 14:16:06+00:00,5,1,
1536350250977447936,2022-06-13 14:10:18+00:00,40,10,upcoming earnings ORCL CNM MPAA IDN LICY BRZE FERG
1535616734228582402,2022-06-11 13:35:34+00:00,66,8,HITI cycle
1535616643656736770,2022-06-11 13:35:12+00:00,204,88,earnings for the week ADBE KR ORCL CMC JBL CNM MPAA HITI IDN LICY MMMB BRZE TUYA XAIR ALYA WDH CXM IRNT ASTL WLY PL RNW RFIL FERG KSPN PFHC
1535267007691628545,2022-06-10 14:25:53+00:00,49,6,Sell side analysts were the most bullish on TGT AFTER the stock peaked and even with two negative guidance announcements not a single broker is telling clients to sell Can it bottom before at least one does so
1534981082512343043,2022-06-09 19:29:43+00:00,42,12,earnings to end the week DOCU SFIX MTN RENT LAKE CANG CMTL YQ
1534597836385529857,2022-06-08 18:06:50+00:00,2,1,The red lines are trend lines or support resistance The shaded background shows earnings estimate revisions The circled items are notable moves and the arrows show positive negative earnings and or guidance
1534594424054992898,2022-06-08 17:53:16+00:00,72,22,upcoming earnings NIO FCEL FIVE BILI SIG ABM GEF OXM SKIL AVO AMSWA GHM YEXT QMCO VNCE BASE STRM
1534194124470898694,2022-06-07 15:22:37+00:00,52,17,earnings after the close today and before the open tomorrow LOVE THO CPB CASY OLLI SMAR KC JILL VRA VRNT BF B GWRE SOL BBCP ALOT LMNR CURV BLCO
1534191993923903493,2022-06-07 15:14:09+00:00,1,1,This graphic shows they were scheduled before the open but Saturday we listed them after the close before correcting it here
1534142596993282048,2022-06-07 11:57:52+00:00,0,1,It s just identifying the move through the trend line ahead of earnings
1533858573234556928,2022-06-06 17:09:16+00:00,62,9,upcoming earnings COUP ASO CBRL NGL PLAY SJM GTLB UNFI GIII HQY CHS MOMO HOLX OESX REVG LILM
1533094918930935808,2022-06-04 14:34:46+00:00,25,5,Correction PLAY reports before the market opens on 6 7
1533094387260923904,2022-06-04 14:32:40+00:00,3,1,Energy You are right thanks
1533075320625999872,2022-06-04 13:16:54+00:00,437,173,earnings for the week NIO DOCU SAIC FUTU LOVE NGL ASO COUP CBRL GOTU FCEL BQ BILI THO CPB GIII UNFI GTLB SRAX FIVE SJM PLAY MOMO OLLI CASY CHS HQY SIG HOLX KC ABM SMAR JILL VRA SFIX AVO OESX GWRE REVG OXM VRNT
1532734140675592192,2022-06-03 14:41:10+00:00,47,11,Monday morning earnings SAIC FOTU GOTU BQ SRAX
1532360188245811201,2022-06-02 13:55:13+00:00,77,14,upcoming earnings CRWD LULU RH OKTA ASAN STNE COO TLYS DOOO PD ZUMZ CLIR JOAN CVGW NAPA IOT PHR HCP NX
1532070995133353984,2022-06-01 18:46:04+00:00,47,15,earnings before the open tomorrow CIEN HRL SPTN DBI TTC LE DLTH SCWX SSU
1532025082524098560,2022-06-01 15:43:37+00:00,74,20,earnings after the close GME CHWY MDB HPE AI PATH PSTG NTAP VEEV ESTC PVH S AMSC NCNO SMTC DSGX ITI CRDO
1531667884912660484,2022-05-31 16:04:15+00:00,83,17,upcoming earnings CRM APPS CHPT HPQ CPRI AMBA VSCO CONN AFMD DCI WB SPWH BARK YY HOV VBNK HEPS VIEW
1531613555430248448,2022-05-31 12:28:22+00:00,52,13,earnings volatility has exceeded the post lockdown earnings season but still not as high as we saw in late 2018 and early 2019 SPY SPX
1530563513684475904,2022-05-28 14:55:52+00:00,48,16,
1530553133717405697,2022-05-28 14:14:38+00:00,1,1,Billy
1530550154020921347,2022-05-28 14:02:47+00:00,1,1,News AI Inc Yes on S PVH is on Wednesday and ZI already reported
1530539058610454530,2022-05-28 13:18:42+00:00,425,179,earnings for the week CRM CRWD APPS CHPT HPQ LULU CPRI GME CHWY NAT HPE BNR AI CAE BEKE MDB AMBA GAMB SHIP SPTN RH HRL VSCO OKTA CIEN PATH PSTG EH ASAN NTAP ESTC TTC VEEV DCI SFET DBI CLIR UCL BARK COO AFMD S
1530190499780476933,2022-05-27 14:13:39+00:00,54,12,Tuesday morning earnings NAT BNR GAMB BEKE EH SFET UCL SHIP Monday HTHT LX
1529886853981253645,2022-05-26 18:07:04+00:00,0,1,Sorry that should be CVCO
1529880351505633280,2022-05-26 17:41:14+00:00,106,28,upcoming earnings COST MRVL ULTA CGC ZS ADSK BIG WDAY GPS DELL AEO PDD FTCH SAFM HIBB RRGB DOMO VIOT SUMO CGCO MAXN STEP SVM LGF A FANH TARO
1529560236171853829,2022-05-25 20:29:12+00:00,127,17,NVDA guidance calculates to earnings of 1 19 to 1 32 per share below the consensus estimate of 1 35 per share
1529516603129356288,2022-05-25 17:35:49+00:00,100,27,earnings before the open tomorrow BABA M DLTR DG BIDU MDT BURL BKE BBW JACK TD ROLL IQ RY GLNG AMWD CM BZUN BRC EVGN GCO CD TITN MOV MIXT MANU HLNE MNSO THR CNF HTOO GASS PGRU
1529491254878384129,2022-05-25 15:55:06+00:00,94,31,earnings after the close NVDA SNOW SPLK WSM BOX NTNX DXC GES SB UHAL VSAT ENS ELF CHNG ZTO ZUO PLUS MOD LU EXAI OCFT
1529301618268708870,2022-05-25 03:21:33+00:00,0,1,ah sorry we put the date for the 2022 Investor Conference in by mistake thanks
1529125281369292800,2022-05-24 15:40:51+00:00,93,25,earnings after the close today and before the open tomorrow DKS JWN SBLK INTU EXPR TOL URBN BNS A BAX BMO MMYT ZH SGHC PLAB CMCO GRIN CAL DY RAMP REX QFIN VNET ARCE TGAN HMLP OOMA EE
1528758304981262337,2022-05-23 15:22:37+00:00,88,29,upcoming earnings BBY ZM AZO ANF RL AAP WOOF CSIQ DSX NTES ZKY DOLE CRMT VERU CTRN ESEA ITRN ATHM NDSN IMBI ESLT NLS HEI CSWC WKME TRNS AFYA API DAO YSG AAVI NVGS SOTK ECC FFIE RERE
1528753330238922753,2022-05-23 15:02:51+00:00,1,1,Price
1528693941356437504,2022-05-23 11:06:52+00:00,1,1,About 20 of the companies that will report next week won t schedule it until sometime this week
1528692962691100672,2022-05-23 11:02:58+00:00,5,1,
1528691845383045122,2022-05-23 10:58:32+00:00,118,23,Want some positive data Investor sentiment is now less than 50 bullish for the first time since the pandemic lockdowns SPX SPY
1528350170479468551,2022-05-22 12:20:50+00:00,3,1,Before AAPL s earnings release in January we said it was setting up for a bump amp run reversal and any move higher after earnings should be sold with the potential downside move to around 125
1527979019693604864,2022-05-21 11:46:01+00:00,773,311,Weekly earnings Technical issues are delaying our Saturday email and access to our site We apologize for the inconvenience NVDA BABA BBY XPEV ZM COST M AZO DKS NIU ANF MRVL SNOW RL DLTR WOOF DG SBLK BKE AAP CAAS STRR CGC CSIQ EXPR ZS BIDU MDT
1527696798575480833,2022-05-20 17:04:34+00:00,97,13,When 20 out of 21 analysts recommend you buy the stock at its high you might be in a crowded trade AAPL
1527673577297829891,2022-05-20 15:32:18+00:00,85,13,Are you guys really going to defend this trend line at 3 860 today SPY SPX
1527672195761287170,2022-05-20 15:26:48+00:00,33,13,Monday morning earnings Too soon for a trend line break by XPEV NIU CAAS STRR
1527607428539465730,2022-05-20 11:09:27+00:00,1,1,ROST did report after the close yesterday
1527399990091448320,2022-05-19 21:25:10+00:00,43,10,Investors have never been more bearish going into CRMT earnings scheduled after the close on Monday
1527377142371102739,2022-05-19 19:54:22+00:00,2,1,The shaded background shows forward earnings estimates The arrows are positive negative earnings guidance The red lines are support resistance or trends The circled items are notable price actions typically approaching earnings
1527360582546239488,2022-05-19 18:48:34+00:00,70,27,earnings to end the week AMAT PANW DE FL ROST DECK VFC BAH RLX FLO ATEX GLOB AINV BBAR THMO
1526953264180252673,2022-05-18 15:50:02+00:00,86,29,earnings after the close today and before the open tomorrow CSCO KSS BJ LSPD GOGL SQM BBWI SNPS GOOS EXP CPRT WMS GDS NNOX HWKN VIPS IBEX MNRO DESP PLCE CAN GRAB CINT NBTX
1526584708263452672,2022-05-17 15:25:31+00:00,78,28,upcoming earnings ZIM TGT LOW TJX ADI DOCS KEYS ARCO DT DLO TCS AGYS QUIK NXGN DOYU LVLU TGI CSWI MCG SCVL EDRY SRAD QTEK ICCM CRLBF
1526300184245944322,2022-05-16 20:34:55+00:00,174,39,Sorry this is late but here s what we ve got for tomorrow morning WMT HD SE JD AER PTN ONON JBI HUYA ALLT QIPT KMDA RSKD VBLT IHS BPTH OBSV REE TRMR OTMO
1526299999168077825,2022-05-16 20:34:11+00:00,5,1,Buyer Music We don t include companies without analyst coverage but yes on ANY We don t have anything on BBIG they reported in April
1526244088789487616,2022-05-16 16:52:01+00:00,81,28,earnings after the close TTWO SNDL DAC GLBE HPK SSYS TME HLBZ DNA DADA ENJY SLGG GAN NU ISUN BZFD ALBO IPW EGLX FUV REED TXMD LGIQ RKLB VTRU VERB SHLS IZEA MDWT SDIG RMED VWE AXDX XSPA SPRO GBOX HYRE CRXT KULR
